date,close
2008-08-08,0.02649630080828813
2008-08-11,0.004093061956047084
2008-08-12,-0.011871986891307307
2008-08-13,-0.00940605411238482
2008-08-14,0.007194137498092612
2008-08-15,0.0037853793140638636
2008-08-18,-0.015481332928024005
2008-08-19,-0.011397801151378228
2008-08-20,0.006069489160632546
2008-08-21,0.0011193675227969546
2008-08-22,0.01730935827075797
2008-08-25,-0.020795352648519283
2008-08-26,0.0023379163464705144
2008-08-27,0.007854264458858617
2008-08-28,0.018488999679009188
2008-08-29,-0.014615200482157475
2008-09-02,-0.0023423591211333417
2008-09-03,0.0013857871842972713
2008-09-04,-0.029884070846866284
2008-09-05,0.002925350885468303
2008-09-08,0.025824902682123563
2008-09-09,-0.02432595081939215
2008-09-10,0.0034004377542495856
2008-09-11,0.014623415683343133
2008-09-12,-0.0010250216246519006
2008-09-15,-0.04416746916837666
2008-09-16,0.012961719530583782
2008-09-17,-0.040632833679333014
2008-09-18,0.03864687391213528
2008-09-19,0.03346282759450303
2008-09-22,-0.03273055720605955
2008-09-23,-0.014662766847550301
2008-09-24,-0.0026717842328964903
2008-09-25,0.01818813947668385
2008-09-26,0.010984362668479797
2008-09-29,-0.06979005961332285
2008-09-30,0.0468103160632618
2008-10-01,-0.0018054108818190695
2008-10-02,-0.03215016525190495
2008-10-03,-0.015021650219993576
2008-10-06,-0.03582240107213874
2008-10-07,-0.05106620461051681
2008-10-08,-0.02000726063283864
2008-10-09,-0.07333137785642319
2008-10-10,-0.014919822737586075
2008-10-13,0.11080332541082027
2008-10-14,-0.00816184276245624
2008-10-15,-0.0787327646419389
2008-10-16,0.04678873882358903
2008-10-17,-0.014148170654333936
2008-10-20,0.04667868783238638
2008-10-21,-0.02501443618961352
2008-10-22,-0.05694814600177245
2008-10-23,0.020194360744717033
2008-10-24,-0.0359326679131311
2008-10-27,-0.02424888502141942
2008-10-28,0.10877875723020569
2008-10-29,-0.008180818255237532
2008-10-30,0.021102351695480914
2008-10-31,0.015719885293158375
2008-11-03,-0.0005554632232129819
2008-11-04,0.03277422407088748
2008-11-05,-0.05049315810574373
2008-11-06,-0.04852461129415209
